177.169	4100
177.554	208.45
177.94	73.96
178.326	39.02
178.711	87.74
179.097	160.93
179.482	21.85
179.868	52.87
180.253	75.03
180.639	90.15
181.024	108.74
181.409	443.36
181.795	208.45
182.18	98.54
182.565	1691.89
182.95	-260.68
183.336	242.28
183.721	106.72
184.106	126.5
184.491	168.49
184.876	62.88
185.261	44.36
185.646	23.07
186.031	4.23
186.416	-0.09
186.801	-4.49
187.186	-11.14
187.57	-29.83
187.955	-41.1
188.34	-36.17
188.725	-40.59
189.11	-37.11
189.494	-44.19
189.879	-15.06
190.263	-3.21
190.648	-2.2
191.033	4.65
191.417	5.68
191.802	12.9
192.186	17.78
192.57	14.35
192.955	26.74
193.339	28.75
193.723	40.78
194.108	35.45
194.492	32.12
194.876	29.19
195.26	17.36
195.645	19.25
196.029	13.74
196.413	6.87
196.797	13.01
197.181	8.55
197.565	7.46
197.949	2.63
198.333	1
198.717	-2.71
199.101	1.37
199.484	10.25
199.868	15.21
200.252	16.33
200.636	20.21
201.019	16.04
201.403	23.55
201.787	26.21
202.17	21.5
202.554	18.95
202.937	21.81
203.321	14.64
203.704	16.01
204.088	12.81
204.471	11.6
204.855	10.64
205.238	5.95
205.621	-2.49
206.005	-1.64
206.388	4.88
206.771	6.9
207.154	11.74
207.537	12.64
207.921	12.5
208.304	12.99
208.687	13.03
209.07	17.72
209.453	25.26
209.836	21.28
210.219	14.72
210.601	14.38
210.984	10.81
211.367	12.23
211.75	17.87
212.133	14.34
212.515	13.07
212.898	9.5
213.281	8.39
213.663	6.93
214.046	10.63
214.428	12.76
214.811	11.65
215.193	17.62
215.576	14.32
215.958	7.32
216.341	4.76
216.723	8.89
217.105	12.33
217.488	10.94
217.87	9.49
218.252	8.57
218.634	1.61
219.017	0.8
219.399	-3.46
219.781	-5.51
220.163	0.32
220.545	4.01
220.927	2.92
221.309	5.19
221.691	-2.4
222.073	0.47
222.455	2.59
222.836	8.03
223.218	7.17
223.6	9.26
223.982	7.87
224.363	6.07
224.745	3.33
225.127	0.92
225.508	0.9
225.89	7.88
226.271	9.37
226.653	10.57
227.034	14.27
227.416	15.01
227.797	11.77
228.178	10.75
228.56	7.43
228.941	11.15
229.322	12.86
229.704	12.07
230.085	9.46
230.466	8.27
230.847	3.28
231.228	0.32
231.609	-0.49
231.99	0.42
232.371	0.39
232.752	1.57
233.133	-0.7
233.514	-5.88
233.895	-9.47
234.276	-4.39
234.657	-5.54
235.037	0.75
235.418	1.28
235.799	1.75
236.179	3.21
236.56	5.68
236.941	8.36
237.321	7.46
237.702	7.91
238.082	8.18
238.463	6.21
238.843	5.31
239.223	3.33
239.604	2.98
239.984	2.76
240.364	2.46
240.745	1.89
241.125	1.09
241.505	1.51
241.885	2.22
242.265	2.72
242.645	2.65
243.025	3.51
243.405	3.58
243.785	3.95
244.165	3.68
244.545	3.33
244.925	3.22
245.305	3.2
245.685	3.02
246.065	2.86
246.444	2.71
246.824	2.82
247.204	2.71
247.583	2.59
247.963	2.55
248.343	2.6
248.722	2.64
249.102	2.89
249.481	2.87
249.861	2.69
250.24	2.8
250.619	3.09
250.999	2.92
251.378	2.74
251.757	2.65
252.136	2.66
252.516	2.46
252.895	2.77
253.274	2.54
253.653	2.46
254.032	2.56
254.411	2.25
254.79	2
255.169	2.09
255.548	1.99
255.927	2.38
256.306	2.06
256.685	2.35
257.063	2.03
257.442	2.13
257.821	2.3
258.199	2.28
258.578	2.33
258.957	2.27
259.335	2.27
259.714	2.32
260.092	2.28
260.471	2.36
260.849	2.32
261.228	2.32
261.606	2.24
261.984	2.19
262.363	2.35
262.741	2.35
263.119	2.45
263.497	2.49
263.876	2.37
264.254	2.44
264.632	2.39
265.01	2.43
265.388	2.56
265.766	2.61
266.144	2.64
266.522	2.57
266.9	2.68
267.278	2.52
267.655	2.45
268.033	2.58
268.411	2.58
268.789	2.5
269.166	2.47
269.544	2.3
269.922	2.26
270.299	2.26
270.677	2.21
271.054	2.13
271.432	2.23
271.809	2.29
272.186	2.24
272.564	2.24
272.941	2.35
273.318	2.38
273.696	2.42
274.073	2.52
274.45	2.42
274.827	2.5
275.204	2.4
275.582	2.43
275.959	2.37
276.336	2.34
276.713	2.23
277.09	2.12
277.466	2.03
277.843	2.05
278.22	1.94
278.597	2.02
278.974	1.81
279.35	1.77
279.727	1.73
280.104	1.72
280.48	1.82
280.857	1.83
281.234	1.83
281.61	1.85
281.987	1.89
282.363	1.91
282.74	1.86
283.116	1.92
283.492	2
283.869	2.03
284.245	2.09
284.621	2
284.997	2.03
285.373	2.02
285.75	2.04
286.126	2.03
286.502	2.02
286.878	2.13
287.254	2.19
287.63	2.23
288.006	2.21
288.382	2.11
288.757	2.14
289.133	2.17
289.509	2.26
289.885	2.26
290.26	2.26
290.636	2.37
291.012	2.36
291.387	2.35
291.763	2.3
292.139	2.34
292.514	2.41
292.889	2.47
293.265	2.54
293.64	2.55
294.016	2.58
294.391	2.66
294.766	2.6
295.142	2.64
295.517	2.67
295.892	2.77
296.267	2.84
296.642	2.87
297.017	2.89
297.392	2.87
297.767	2.94
298.142	2.94
298.517	2.91
298.892	2.95
299.267	2.97
299.642	3
300.017	3
300.391	2.94
300.766	3.01
301.141	3.02
301.515	3.07
301.89	3
302.265	3.11
302.639	3.11
303.014	3.13
303.388	3.13
303.762	3.19
304.137	3.22
304.511	3.24
304.886	3.23
305.26	3.32
305.634	3.32
306.008	3.33
306.382	3.33
306.757	3.46
307.131	3.55
307.505	3.61
307.879	3.63
308.253	3.63
308.627	3.66
309.001	3.72
309.375	3.74
309.748	3.77
310.122	3.84
310.496	3.87
310.87	3.84
311.243	3.87
311.617	3.84
311.991	3.85
312.364	3.89
312.738	3.92
313.111	3.86
313.485	3.83
313.858	3.84
314.232	3.92
314.605	3.91
314.979	3.95
315.352	3.89
315.725	3.94
316.098	3.99
316.472	3.99
316.845	4.14
317.218	4.28
317.591	4.36
317.964	4.46
318.337	4.41
318.71	4.53
319.083	4.54
319.456	4.64
319.829	4.74
320.202	4.76
320.574	4.84
320.947	4.78
321.32	4.79
321.693	4.76
322.065	4.79
322.438	4.8
322.81	4.74
323.183	4.76
323.555	4.76
323.928	4.72
324.3	4.78
324.673	4.8
325.045	4.8
325.417	4.85
325.79	4.85
326.162	4.79
326.534	4.85
326.906	4.98
327.278	5.01
327.651	5.05
328.023	5.14
328.395	5.13
328.767	5.12
329.139	5.2
329.511	5.19
329.882	5.19
330.254	5.25
330.626	5.23
330.998	5.22
331.37	5.27
331.741	5.3
332.113	5.23
332.485	5.22
332.856	5.21
333.228	5.27
333.599	5.29
333.971	5.33
334.342	5.3
334.714	5.31
335.085	5.33
335.456	5.27
335.828	5.25
336.199	5.31
336.57	5.36
336.941	5.39
337.312	5.29
337.683	5.22
338.054	5.22
338.426	5.3
338.797	5.36
339.167	5.29
339.538	5.36
339.909	5.36
340.28	5.34
340.651	5.26
341.022	5.28
341.392	5.32
341.763	5.4
342.134	5.5
342.504	5.47
342.875	5.38
343.246	5.46
343.616	5.44
343.987	5.48
344.357	5.56
344.727	5.65
345.098	5.7
345.468	5.71
345.838	5.76
346.209	5.74
346.579	5.73
346.949	5.82
347.319	5.81
347.689	5.9
348.059	5.95
348.429	5.89
348.799	5.88
349.169	5.88
349.539	5.9
349.909	5.87
350.279	5.9
350.649	5.96
351.018	6.01
351.388	6
351.758	6.01
352.128	6.01
352.497	5.99
352.867	5.97
353.236	5.96
353.606	5.95
353.975	5.92
354.345	5.92
354.714	5.88
355.083	5.88
355.453	5.87
355.822	5.85
356.191	5.82
356.56	5.84
356.93	5.89
357.299	5.91
357.668	5.97
358.037	5.98
358.406	5.95
358.775	5.94
359.144	5.9
359.513	5.86
359.882	5.85
360.25	5.82
360.619	5.82
360.988	5.8
361.357	5.77
361.725	5.78
362.094	5.79
362.463	5.8
362.831	5.83
363.2	5.83
363.568	5.86
363.937	5.87
364.305	5.92
364.673	5.97
365.042	6.01
365.41	6.05
365.778	6.03
366.146	6.06
366.515	6.12
366.883	6.14
367.251	6.17
367.619	6.21
367.987	6.25
368.355	6.28
368.723	6.28
369.091	6.31
369.459	6.27
369.826	6.25
370.194	6.24
370.562	6.21
370.93	6.24
371.297	6.2
371.665	6.19
372.033	6.16
372.4	6.11
372.768	6.13
373.135	6.09
373.503	6.13
373.87	6.15
374.237	6.13
374.605	6.12
374.972	6.09
375.339	6.08
375.707	6.06
376.074	6.05
376.441	6.06
376.808	6.03
377.175	6.04
377.542	6.03
377.909	6.01
378.276	5.99
378.643	5.99
379.01	5.99
379.377	6.02
379.744	6.03
380.11	6.09
380.477	6.08
380.844	6.1
381.21	6.1
381.577	6.09
381.944	6.11
382.31	6.13
382.677	6.15
383.043	6.17
383.409	6.2
383.776	6.23
384.142	6.2
384.508	6.22
384.875	6.19
385.241	6.17
385.607	6.17
385.973	6.15
386.339	6.19
386.705	6.16
387.071	6.15
387.437	6.16
387.803	6.13
388.169	6.13
388.535	6.15
388.901	6.16
389.267	6.16
389.633	6.15
389.998	6.13
390.364	6.12
390.73	6.11
391.095	6.11
391.461	6.1
391.826	6.08
392.192	6.07
392.557	6.07
392.923	6.07
393.288	6.09
393.653	6.1
394.019	6.14
394.384	6.13
394.749	6.17
395.114	6.19
395.479	6.19
395.844	6.21
396.21	6.22
396.575	6.24
396.94	6.24
397.304	6.23
397.669	6.24
398.034	6.24
398.399	6.26
398.764	6.24
399.129	6.24
399.493	6.22
399.858	6.22
400.223	6.23
400.587	6.21
400.952	6.23
401.316	6.24
401.681	6.22
402.045	6.22
402.409	6.19
402.774	6.17
403.138	6.16
403.502	6.19
403.867	6.18
404.231	6.17
404.595	6.17
404.959	6.15
405.323	6.16
405.687	6.16
406.051	6.18
406.415	6.21
406.779	6.24
407.143	6.26
407.507	6.23
407.871	6.23
408.234	6.22
408.598	6.22
408.962	6.22
409.325	6.23
409.689	6.25
410.053	6.24
410.416	6.22
410.78	6.21
411.143	6.2
411.506	6.21
411.87	6.23
412.233	6.25
412.596	6.24
412.96	6.23
413.323	6.21
413.686	6.19
414.049	6.17
414.412	6.17
414.775	6.16
415.138	6.15
415.501	6.14
415.864	6.12
416.227	6.08
416.59	6.06
416.953	6.03
417.315	6
417.678	5.98
418.041	5.96
418.404	5.92
418.766	5.88
419.129	5.86
419.491	5.84
419.854	5.83
420.216	5.84
420.579	5.83
420.941	5.83
421.303	5.83
421.666	5.82
422.028	5.81
422.39	5.82
422.752	5.83
423.114	5.84
423.476	5.85
423.839	5.85
424.201	5.86
424.563	5.88
424.924	5.89
425.286	5.9
425.648	5.92
426.01	5.96
426.372	5.99
426.733	6.02
427.095	6.03
427.457	6.05
427.818	6.07
428.18	6.08
428.542	6.08
428.903	6.08
429.264	6.07
429.626	6.07
429.987	6.03
430.349	6.01
430.71	6
431.071	5.98
431.432	5.96
431.794	5.95
432.155	5.94
432.516	5.95
432.877	5.96
433.238	5.98
433.599	5.97
433.96	5.99
434.321	6.02
